ID	Gene_name	Alternative_name	Gene_name_use	Alternative_name_use	Product_name
NCBI_3858	blaADC-200	NA	blaADC-200		extended-spectrum_class_C_beta-lactamase_ADC-200
NCBI_3859	blaADC-201	NA	blaADC-201		extended-spectrum_class_C_beta-lactamase_ADC-201
NCBI_3860	blaADC-202	NA	blaADC-202		extended-spectrum_class_C_beta-lactamase_ADC-202
NCBI_7203	blaADC-203	NA	blaADC-203		extended-spectrum_class_C_beta-lactamase_ADC-203
NCBI_3861	blaADC-204	NA	blaADC-204		extended-spectrum_class_C_beta-lactamase_ADC-204
NCBI_3862	blaADC-205	NA	blaADC-205		extended-spectrum_class_C_beta-lactamase_ADC-205
NCBI_3863	blaADC-206	NA	blaADC-206		extended-spectrum_class_C_beta-lactamase_ADC-206
NCBI_3562	blaADC-207	NA	blaADC-207		extended-spectrum_class_C_beta-lactamase_ADC-207
NCBI_3864	blaADC-208	NA	blaADC-208		extended-spectrum_class_C_beta-lactamase_ADC-208
NCBI_3865	blaADC-209	NA	blaADC-209		extended-spectrum_class_C_beta-lactamase_ADC-209
NCBI_698	blaADC-21	NA	blaADC-21		extended-spectrum_class_C_beta-lactamase_ADC-21
NCBI_3866	blaADC-210	NA	blaADC-210		extended-spectrum_class_C_beta-lactamase_ADC-210
NCBI_3867	blaADC-211	NA	blaADC-211		extended-spectrum_class_C_beta-lactamase_ADC-211
NCBI_7194	blaADC-212	NA	blaADC-212		extended-spectrum_class_C_beta-lactamase_ADC-212
NCBI_2418	blaADC-213	NA	blaADC-213		extended-spectrum_class_C_beta-lactamase_ADC-213
NCBI_8139	blaADC-214	NA	blaADC-214		extended-spectrum_class_C_beta-lactamase_ADC-214
NCBI_7659	blaADC-215	NA	blaADC-215		extended-spectrum_class_C_beta-lactamase_ADC-215
NCBI_7666	blaADC-216	NA	blaADC-216		extended-spectrum_class_C_beta-lactamase_ADC-216
NCBI_8140	blaADC-217	NA	blaADC-217		extended-spectrum_class_C_beta-lactamase_ADC-217
NCBI_2416	blaADC-218	NA	blaADC-218		extended-spectrum_class_C_beta-lactamase_ADC-218
NCBI_7667	blaADC-219	NA	blaADC-219		cefepime-hydrolyzing_class_C_beta-lactamase_ADC-219
NCBI_699	blaADC-22	NA	blaADC-22		extended-spectrum_class_C_beta-lactamase_ADC-22
NCBI_2622	blaADC-220	NA	blaADC-220		extended-spectrum_class_C_beta-lactamase_ADC-220
NCBI_3974	blaADC-221	NA	blaADC-221		extended-spectrum_class_C_beta-lactamase_ADC-221
NCBI_7189	blaADC-222	NA	blaADC-222		extended-spectrum_class_C_beta-lactamase_ADC-222
NCBI_1969	blaADC-223	NA	blaADC-223		extended-spectrum_class_C_beta-lactamase_ADC-223
NCBI_1966	blaADC-224	NA	blaADC-224		cefepime-hydrolyzing_class_C_beta-lactamase_ADC-224
NCBI_4012	blaADC-225	NA	blaADC-225		cefepime-hydrolyzing_class_C_beta-lactamase_ADC-225
NCBI_5943	blaADC-226	NA	blaADC-226		extended-spectrum_class_C_beta-lactamase_ADC-226
NCBI_4013	blaADC-227	NA	blaADC-227		extended-spectrum_class_C_beta-lactamase_ADC-227
NCBI_4014	blaADC-228	NA	blaADC-228		cefepime-hydrolyzing_class_C_beta-lactamase_ADC-228
NCBI_4015	blaADC-229	NA	blaADC-229		extended-spectrum_class_C_beta-lactamase_ADC-229
NCBI_700	blaADC-23	NA	blaADC-23		extended-spectrum_class_C_beta-lactamase_ADC-23
NCBI_4016	blaADC-230	NA	blaADC-230		extended-spectrum_class_C_beta-lactamase_ADC-230
NCBI_4017	blaADC-231	NA	blaADC-231		extended-spectrum_class_C_beta-lactamase_ADC-231
NCBI_1965	blaADC-232	NA	blaADC-232		cefepime-hydrolyzing_class_C_beta-lactamase_ADC-232
NCBI_7187	blaADC-233	NA	blaADC-233		cefepime-hydrolyzing_class_C_beta-lactamase_ADC-233
NCBI_4008	blaADC-234	NA	blaADC-234		extended-spectrum_class_C_beta-lactamase_ADC-234
NCBI_3570	blaADC-235	NA	blaADC-235		extended-spectrum_class_C_beta-lactamase_ADC-235
NCBI_4137	blaADC-236	NA	blaADC-236		extended-spectrum_class_C_beta-lactamase_ADC-236
NCBI_2542	blaADC-237	NA	blaADC-237		extended-spectrum_class_C_beta-lactamase_ADC-237
NCBI_6033	blaADC-238	NA	blaADC-238		extended-spectrum_class_C_beta-lactamase_ADC-238
NCBI_7199	blaADC-239	NA	blaADC-239		extended-spectrum_class_C_beta-lactamase_ADC-239
NCBI_3612	blaADC-24	NA	blaADC-24		extended-spectrum_class_C_beta-lactamase_ADC-24
NCBI_5929	blaADC-240	NA	blaADC-240		extended-spectrum_class_C_beta-lactamase_ADC-240
NCBI_5922	blaADC-241	NA	blaADC-241		extended-spectrum_class_C_beta-lactamase_ADC-241
NCBI_7857	blaADC-242	NA	blaADC-242		extended-spectrum_class_C_beta-lactamase_ADC-242
NCBI_5923	blaADC-243	NA	blaADC-243		extended-spectrum_class_C_beta-lactamase_ADC-243
NCBI_7207	blaADC-244	NA	blaADC-244		extended-spectrum_class_C_beta-lactamase_ADC-244
NCBI_7205	blaADC-245	NA	blaADC-245		extended-spectrum_class_C_beta-lactamase_ADC-245
NCBI_7195	blaADC-246	NA	blaADC-246		extended-spectrum_class_C_beta-lactamase_ADC-246
NCBI_7224	blaADC-247	NA	blaADC-247		extended-spectrum_class_C_beta-lactamase_ADC-247
NCBI_6897	blaADC-248	NA	blaADC-248		extended-spectrum_class_C_beta-lactamase_ADC-248
NCBI_5924	blaADC-249	NA	blaADC-249		extended-spectrum_class_C_beta-lactamase_ADC-249
NCBI_5937	blaADC-25	NA	blaADC-25		extended-spectrum_class_C_beta-lactamase_ADC-25
NCBI_2546	blaADC-250	NA	blaADC-250		extended-spectrum_class_C_beta-lactamase_ADC-250
NCBI_2552	blaADC-251	NA	blaADC-251		extended-spectrum_class_C_beta-lactamase_ADC-251
NCBI_2550	blaADC-252	NA	blaADC-252		extended-spectrum_class_C_beta-lactamase_ADC-252
NCBI_2547	blaADC-253	NA	blaADC-253		extended-spectrum_class_C_beta-lactamase_ADC-253
NCBI_7200	blaADC-254	NA	blaADC-254		extended-spectrum_class_C_beta-lactamase_ADC-254
NCBI_6913	blaADC-255	NA	blaADC-255		extended-spectrum_class_C_beta-lactamase_ADC-255
NCBI_4333	blaADC-256	NA	blaADC-256		extended-spectrum_class_C_beta-lactamase_ADC-256
NCBI_3216	blaADC-257	NA	blaADC-257		extended-spectrum_class_C_beta-lactamase_ADC-257
NCBI_3178	blaADC-258	NA	blaADC-258		extended-spectrum_class_C_beta-lactamase_ADC-258
NCBI_7836	blaADC-259	NA	blaADC-259		extended-spectrum_class_C_beta-lactamase_ADC-259
NCBI_5950	blaADC-26	NA	blaADC-26		extended-spectrum_class_C_beta-lactamase_ADC-26
NCBI_4583	blaADC-260	NA	blaADC-260		extended-spectrum_class_C_beta-lactamase_ADC-260
NCBI_4636	blaADC-261	NA	blaADC-261		cefepime-hydrolyzing_class_C_beta-lactamase_ADC-261
NCBI_4382	blaADC-262	NA	blaADC-262		extended-spectrum_class_C_beta-lactamase_ADC-262
NCBI_2977	blaADC-263	NA	blaADC-263		extended-spectrum_class_C_beta-lactamase_ADC-263
NCBI_4637	blaADC-264	NA	blaADC-264		extended-spectrum_class_C_beta-lactamase_ADC-264
NCBI_2545	blaADC-265	NA	blaADC-265		extended-spectrum_class_C_beta-lactamase_ADC-265
NCBI_4775	blaADC-266	NA	blaADC-266		extended-spectrum_class_C_beta-lactamase_ADC-266
NCBI_4817	blaADC-267	NA	blaADC-267		extended-spectrum_class_C_beta-lactamase_ADC-267
NCBI_2938	blaADC-268	NA	blaADC-268		extended-spectrum_class_C_beta-lactamase_ADC-268
NCBI_7210	blaADC-269	NA	blaADC-269		extended-spectrum_class_C_beta-lactamase_ADC-269
NCBI_4311	blaADC-270	NA	blaADC-270		extended-spectrum_class_C_beta-lactamase_ADC-270
NCBI_4771	blaADC-271	NA	blaADC-271		extended-spectrum_class_C_beta-lactamase_ADC-271
NCBI_4818	blaADC-272	NA	blaADC-272		extended-spectrum_class_C_beta-lactamase_ADC-272
NCBI_4819	blaADC-273	NA	blaADC-273		extended-spectrum_class_C_beta-lactamase_ADC-273
NCBI_4820	blaADC-274	NA	blaADC-274		extended-spectrum_class_C_beta-lactamase_ADC-274
NCBI_4821	blaADC-275	NA	blaADC-275		extended-spectrum_class_C_beta-lactamase_ADC-275
NCBI_4822	blaADC-276	NA	blaADC-276		extended-spectrum_class_C_beta-lactamase_ADC-276
NCBI_4823	blaADC-277	NA	blaADC-277		extended-spectrum_class_C_beta-lactamase_ADC-277
NCBI_3260	blaADC-278	NA	blaADC-278		extended-spectrum_class_C_beta-lactamase_ADC-278
NCBI_7634	blaADC-279	NA	blaADC-279		extended-spectrum_class_C_beta-lactamase_ADC-279
NCBI_2414	blaADC-280	NA	blaADC-280		extended-spectrum_class_C_beta-lactamase_ADC-280
NCBI_4824	blaADC-281	NA	blaADC-281		extended-spectrum_class_C_beta-lactamase_ADC-281
NCBI_4825	blaADC-282	NA	blaADC-282		extended-spectrum_class_C_beta-lactamase_ADC-282
NCBI_4866	blaADC-283	NA	blaADC-283		extended-spectrum_class_C_beta-lactamase_ADC-283
NCBI_3211	blaADC-284	NA	blaADC-284		extended-spectrum_class_C_beta-lactamase_ADC-284
NCBI_4892	blaADC-285	NA	blaADC-285		extended-spectrum_class_C_beta-lactamase_ADC-285
NCBI_4957	blaADC-286	NA	blaADC-286		extended-spectrum_class_C_beta-lactamase_ADC-286
NCBI_2009	blaADC-287	NA	blaADC-287		extended-spectrum_class_C_beta-lactamase_ADC-287
NCBI_2890	blaADC-288	NA	blaADC-288		extended-spectrum_class_C_beta-lactamase_ADC-288
NCBI_3180	blaADC-289	NA	blaADC-289		extended-spectrum_class_C_beta-lactamase_ADC-289
NCBI_2058	blaADC-29	NA	blaADC-29		extended-spectrum_class_C_beta-lactamase_ADC-29
NCBI_4958	blaADC-290	NA	blaADC-290		extended-spectrum_class_C_beta-lactamase_ADC-290
NCBI_5925	blaADC-291	NA	blaADC-291		extended-spectrum_class_C_beta-lactamase_ADC-291
NCBI_5040	blaADC-292	NA	blaADC-292		extended-spectrum_class_C_beta-lactamase_ADC-292
NCBI_5051	blaADC-293	NA	blaADC-293		extended-spectrum_class_C_beta-lactamase_ADC-293
NCBI_5052	blaADC-294	NA	blaADC-294		extended-spectrum_class_C_beta-lactamase_ADC-294
NCBI_6426	blaADC-295	NA	blaADC-295		extended-spectrum_class_C_beta-lactamase_ADC-295
NCBI_701	blaADC-3	NA	blaADC-3		extended-spectrum_class_C_beta-lactamase_ADC-3
NCBI_5938	blaADC-30	NA	blaADC-30		extended-spectrum_class_C_beta-lactamase_ADC-30
NCBI_5926	blaADC-302	NA	blaADC-302		extended-spectrum_class_C_beta-lactamase_ADC-302
NCBI_5944	blaADC-303	NA	blaADC-303		extended-spectrum_class_C_beta-lactamase_ADC-303
NCBI_5011	blaADC-304	NA	blaADC-304		extended-spectrum_class_C_beta-lactamase_ADC-304
NCBI_5002	blaADC-305	NA	blaADC-305		extended-spectrum_class_C_beta-lactamase_ADC-305
NCBI_5020	blaADC-306	NA	blaADC-306		extended-spectrum_class_C_beta-lactamase_ADC-306
NCBI_5001	blaADC-307	NA	blaADC-307		extended-spectrum_class_C_beta-lactamase_ADC-307
NCBI_1996	blaADC-308	NA	blaADC-308		extended-spectrum_class_C_beta-lactamase_ADC-308
NCBI_5016	blaADC-309	NA	blaADC-309		extended-spectrum_class_C_beta-lactamase_ADC-309
NCBI_5942	blaADC-31	NA	blaADC-31		extended-spectrum_class_C_beta-lactamase_ADC-31
NCBI_7212	blaADC-310	NA	blaADC-310		extended-spectrum_class_C_beta-lactamase_ADC-310
NCBI_4134	blaADC-311	NA	blaADC-311		extended-spectrum_class_C_beta-lactamase_ADC-311
NCBI_4887	blaADC-312	NA	blaADC-312		extended-spectrum_class_C_beta-lactamase_ADC-312
NCBI_5017	blaADC-313	NA	blaADC-313		extended-spectrum_class_C_beta-lactamase_ADC-313
NCBI_5007	blaADC-314	NA	blaADC-314		extended-spectrum_class_C_beta-lactamase_ADC-314
NCBI_7151	blaADC-315	NA	blaADC-315		extended-spectrum_class_C_beta-lactamase_ADC-315
NCBI_5003	blaADC-316	NA	blaADC-316		extended-spectrum_class_C_beta-lactamase_ADC-316
NCBI_5021	blaADC-317	NA	blaADC-317		extended-spectrum_class_C_beta-lactamase_ADC-317
NCBI_5012	blaADC-318	NA	blaADC-318		extended-spectrum_class_C_beta-lactamase_ADC-318
NCBI_5005	blaADC-319	NA	blaADC-319		extended-spectrum_class_C_beta-lactamase_ADC-319
NCBI_6256	blaADC-32	NA	blaADC-32		extended-spectrum_class_C_beta-lactamase_ADC-32
NCBI_5000	blaADC-320	NA	blaADC-320		extended-spectrum_class_C_beta-lactamase_ADC-320
NCBI_4889	blaADC-321	NA	blaADC-321		extended-spectrum_class_C_beta-lactamase_ADC-321
NCBI_5009	blaADC-322	NA	blaADC-322		extended-spectrum_class_C_beta-lactamase_ADC-322
NCBI_5019	blaADC-323	NA	blaADC-323		extended-spectrum_class_C_beta-lactamase_ADC-323
NCBI_5004	blaADC-324	NA	blaADC-324		extended-spectrum_class_C_beta-lactamase_ADC-324
NCBI_4888	blaADC-325	NA	blaADC-325		extended-spectrum_class_C_beta-lactamase_ADC-325
NCBI_5014	blaADC-326	NA	blaADC-326		extended-spectrum_class_C_beta-lactamase_ADC-326
NCBI_5008	blaADC-327	NA	blaADC-327		extended-spectrum_class_C_beta-lactamase_ADC-327
NCBI_2072	blaADC-328	NA	blaADC-328		extended-spectrum_class_C_beta-lactamase_ADC-328
NCBI_5013	blaADC-329	NA	blaADC-329		extended-spectrum_class_C_beta-lactamase_ADC-329
NCBI_5940	blaADC-33	blaADC-161	blaADC-33	blaADC-161	cefepime-hydrolyzing_class_C_beta-lactamase_ADC-33
NCBI_5018	blaADC-330	NA	blaADC-330		extended-spectrum_class_C_beta-lactamase_ADC-330
NCBI_5010	blaADC-331	NA	blaADC-331		extended-spectrum_class_C_beta-lactamase_ADC-331
NCBI_5006	blaADC-332	NA	blaADC-332		extended-spectrum_class_C_beta-lactamase_ADC-332
NCBI_5015	blaADC-333	NA	blaADC-333		extended-spectrum_class_C_beta-lactamase_ADC-333
NCBI_6031	blaADC-334	NA	blaADC-334		extended-spectrum_class_C_beta-lactamase_ADC-334
NCBI_5111	blaADC-335	NA	blaADC-335		extended-spectrum_class_C_beta-lactamase_ADC-335
NCBI_8076	blaADC-336	NA	blaADC-336		extended-spectrum_class_C_beta-lactamase_ADC-336
NCBI_5143	blaADC-337	NA	blaADC-337		extended-spectrum_class_C_beta-lactamase_ADC-337
NCBI_5095	blaADC-338	NA	blaADC-338		extended-spectrum_class_C_beta-lactamase_ADC-338
NCBI_5200	blaADC-339	NA	blaADC-339		extended-spectrum_class_C_beta-lactamase_ADC-339
NCBI_5201	blaADC-340	NA	blaADC-340		extended-spectrum_class_C_beta-lactamase_ADC-340
NCBI_5202	blaADC-341	NA	blaADC-341		extended-spectrum_class_C_beta-lactamase_ADC-341
NCBI_4503	blaADC-342	NA	blaADC-342		extended-spectrum_class_C_beta-lactamase_ADC-342
NCBI_7215	blaADC-343	NA	blaADC-343		extended-spectrum_class_C_beta-lactamase_ADC-343
NCBI_5278	blaADC-344	NA	blaADC-344		extended-spectrum_class_C_beta-lactamase_ADC-344
NCBI_5279	blaADC-345	NA	blaADC-345		extended-spectrum_class_C_beta-lactamase_ADC-345
NCBI_5285	blaADC-346	NA	blaADC-346		extended-spectrum_class_C_beta-lactamase_ADC-346
NCBI_3690	blaADC-347	NA	blaADC-347		extended-spectrum_class_C_beta-lactamase_ADC-347
NCBI_2748	blaADC-348	NA	blaADC-348		extended-spectrum_class_C_beta-lactamase_ADC-348
NCBI_5315	blaADC-349	NA	blaADC-349		extended-spectrum_class_C_beta-lactamase_ADC-349
NCBI_6803	blaADC-350	NA	blaADC-350		extended-spectrum_class_C_beta-lactamase_ADC-350
NCBI_5328	blaADC-351	NA	blaADC-351		extended-spectrum_class_C_beta-lactamase_ADC-351
NCBI_5329	blaADC-352	NA	blaADC-352		extended-spectrum_class_C_beta-lactamase_ADC-352
NCBI_5330	blaADC-353	NA	blaADC-353		extended-spectrum_class_C_beta-lactamase_ADC-353
NCBI_702	blaADC-38	NA	blaADC-38		extended-spectrum_class_C_beta-lactamase_ADC-38
NCBI_703	blaADC-39	NA	blaADC-39		extended-spectrum_class_C_beta-lactamase_ADC-39
NCBI_704	blaADC-4	NA	blaADC-4		extended-spectrum_class_C_beta-lactamase_ADC-4
NCBI_705	blaADC-41	NA	blaADC-41		extended-spectrum_class_C_beta-lactamase_ADC-41
NCBI_706	blaADC-42	NA	blaADC-42		extended-spectrum_class_C_beta-lactamase_ADC-42
NCBI_7221	blaADC-43	NA	blaADC-43		extended-spectrum_class_C_beta-lactamase_ADC-43
NCBI_707	blaADC-44	NA	blaADC-44		extended-spectrum_class_C_beta-lactamase_ADC-44
NCBI_7641	blaADC-5	NA	blaADC-5		extended-spectrum_class_C_beta-lactamase_ADC-5
NCBI_7192	blaADC-50	NA	blaADC-50		extended-spectrum_class_C_beta-lactamase_ADC-50
NCBI_708	blaADC-51	NA	blaADC-51		extended-spectrum_class_C_beta-lactamase_ADC-51
NCBI_5947	blaADC-52	NA	blaADC-52		extended-spectrum_class_C_beta-lactamase_ADC-52
NCBI_709	blaADC-53	NA	blaADC-53		extended-spectrum_class_C_beta-lactamase_ADC-53
NCBI_710	blaADC-54	NA	blaADC-54		extended-spectrum_class_C_beta-lactamase_ADC-54
NCBI_7193	blaADC-56	NA	blaADC-56		cefepime-hydrolyzing_class_C_beta-lactamase_ADC-56
NCBI_5945	blaADC-57	NA	blaADC-57		extended-spectrum_class_C_beta-lactamase_ADC-57
NCBI_711	blaADC-58	NA	blaADC-58		extended-spectrum_class_C_beta-lactamase_ADC-58
NCBI_712	blaADC-59	NA	blaADC-59		extended-spectrum_class_C_beta-lactamase_ADC-59
NCBI_6817	blaADC-6	NA	blaADC-6		extended-spectrum_class_C_beta-lactamase_ADC-6
NCBI_713	blaADC-60	NA	blaADC-60		extended-spectrum_class_C_beta-lactamase_ADC-60
NCBI_7522	blaADC-61	NA	blaADC-61		extended-spectrum_class_C_beta-lactamase_ADC-61
NCBI_714	blaADC-62	NA	blaADC-62		extended-spectrum_class_C_beta-lactamase_ADC-62
NCBI_715	blaADC-63	NA	blaADC-63		extended-spectrum_class_C_beta-lactamase_ADC-63
NCBI_3613	blaADC-65	NA	blaADC-65		extended-spectrum_class_C_beta-lactamase_ADC-65
NCBI_3614	blaADC-66	NA	blaADC-66		extended-spectrum_class_C_beta-lactamase_ADC-66
NCBI_716	blaADC-67	NA	blaADC-67		extended-spectrum_class_C_beta-lactamase_ADC-67
NCBI_717	blaADC-68	NA	blaADC-68		carbapenem-hydrolyzing_class_C_beta-lactamase_ADC-68
NCBI_718	blaADC-7	NA	blaADC-7		extended-spectrum_class_C_beta-lactamase_ADC-7
NCBI_6815	blaADC-70	NA	blaADC-70		extended-spectrum_class_C_beta-lactamase_ADC-70
NCBI_5939	blaADC-73	NA	blaADC-73		extended-spectrum_class_C_beta-lactamase_ADC-73
NCBI_5927	blaADC-74	NA	blaADC-74		extended-spectrum_class_C_beta-lactamase_ADC-74
NCBI_719	blaADC-75	NA	blaADC-75		extended-spectrum_class_C_beta-lactamase_ADC-75
NCBI_5949	blaADC-76	NA	blaADC-76		extended-spectrum_class_C_beta-lactamase_ADC-76
NCBI_720	blaADC-77	NA	blaADC-77		extended-spectrum_class_C_beta-lactamase_ADC-77
NCBI_8077	blaADC-78	NA	blaADC-78		extended-spectrum_class_C_beta-lactamase_ADC-78
NCBI_5913	blaADC-79	NA	blaADC-79		extended-spectrum_class_C_beta-lactamase_ADC-79
NCBI_6287	blaADC-8	NA	blaADC-8		ADC-like_class_C_beta-lactamase_ADC-8
NCBI_7121	blaADC-80	NA	blaADC-80		extended-spectrum_class_C_beta-lactamase_ADC-80
NCBI_8130	blaADC-81	NA	blaADC-81		extended-spectrum_class_C_beta-lactamase_ADC-81
NCBI_5936	blaADC-82	NA	blaADC-82		extended-spectrum_class_C_beta-lactamase_ADC-82
NCBI_2021	blaADC-83	NA	blaADC-83		extended-spectrum_class_C_beta-lactamase_ADC-83
NCBI_2022	blaADC-84	NA	blaADC-84		extended-spectrum_class_C_beta-lactamase_ADC-84
NCBI_2023	blaADC-85	NA	blaADC-85		extended-spectrum_class_C_beta-lactamase_ADC-85
NCBI_2024	blaADC-86	NA	blaADC-86		extended-spectrum_class_C_beta-lactamase_ADC-86
NCBI_2025	blaADC-87	NA	blaADC-87		extended-spectrum_class_C_beta-lactamase_ADC-87
NCBI_5941	blaADC-88	NA	blaADC-88		extended-spectrum_class_C_beta-lactamase_ADC-88
NCBI_2026	blaADC-89	NA	blaADC-89		extended-spectrum_class_C_beta-lactamase_ADC-89
NCBI_2027	blaADC-90	NA	blaADC-90		extended-spectrum_class_C_beta-lactamase_ADC-90
NCBI_2028	blaADC-91	NA	blaADC-91		extended-spectrum_class_C_beta-lactamase_ADC-91
NCBI_2029	blaADC-92	NA	blaADC-92		extended-spectrum_class_C_beta-lactamase_ADC-92
NCBI_2030	blaADC-93	NA	blaADC-93		extended-spectrum_class_C_beta-lactamase_ADC-93
NCBI_2031	blaADC-94	NA	blaADC-94		extended-spectrum_class_C_beta-lactamase_ADC-94
NCBI_2032	blaADC-95	NA	blaADC-95		extended-spectrum_class_C_beta-lactamase_ADC-95
NCBI_2033	blaADC-96	NA	blaADC-96		extended-spectrum_class_C_beta-lactamase_ADC-96
NCBI_2034	blaADC-97	NA	blaADC-97		extended-spectrum_class_C_beta-lactamase_ADC-97
NCBI_2035	blaADC-98	NA	blaADC-98		extended-spectrum_class_C_beta-lactamase_ADC-98
NCBI_2036	blaADC-99	NA	blaADC-99		extended-spectrum_class_C_beta-lactamase_ADC-99
NCBI_721	blaAER-1	NA	blaAER-1		carbenicillin-hydrolyzing_class_A_beta-lactamase_AER-1
NCBI_2076	blaAFM-1	NA	blaAFM-1		subclass_B1_metallo-beta-lactamase_AFM-1
NCBI_4334	blaAFM-2	NA	blaAFM-2		subclass_B1_metallo-beta-lactamase_AFM-2
NCBI_4377	blaAFM-3	NA	blaAFM-3		subclass_B1_metallo-beta-lactamase_AFM-3
NCBI_4638	blaAFM-4	NA	blaAFM-4		subclass_B1_metallo-beta-lactamase_AFM-4
NCBI_722	blaAIM-1	NA	blaAIM-1		subclass_B3_metallo-beta-lactamase_AIM-1
NCBI_4573	blaAIM-2	NA	blaAIM-2		subclass_B3_metallo-beta-lactamase_AIM-2
NCBI_3316	blaALG11-1	NA	blaALG11-1		subclass_B3_metallo-beta-lactamase_ALG11-1
NCBI_3315	blaALG6-1	NA	blaALG6-1		subclass_B3_metallo-beta-lactamase_ALG6-1
NCBI_7096	blaALI-1	NA	blaALI-1		subclass_B1_metallo-beta-lactamase_ALI-1
NCBI_1994	blaALI-2	NA	blaALI-2		subclass_B1_metallo-beta-lactamase_ALI-2
NCBI_5097	blaAMZ-1	NA	blaAMZ-1		class_C_beta-lactamase_AMZ-1
NCBI_7694	blaANA-1	NA	blaANA-1		subclass_B1_metallo-beta-lactamase_ANA-1
NCBI_2758	blaAQU	NA	blaAQU		AQU_family_class_C_beta-lactamase
NCBI_3762	blaAQU	NA	blaAQU		AQU_family_class_C_beta-lactamase
NCBI_3763	blaAQU	NA	blaAQU		AQU_family_class_C_beta-lactamase
NCBI_7731	blaAQU-1	NA	blaAQU-1		extended-spectrum_class_C_beta-lactamase_AQU-1
NCBI_2575	blaARL-1	NA	blaARL-1		class_A_beta-lactamase_ARL-1
NCBI_6895	blaARL-2	NA	blaARL-2		class_A_beta-lactamase_ARL-2
NCBI_2574	blaARL-3	NA	blaARL-3		class_A_beta-lactamase_ARL-3
NCBI_2573	blaARL-4	NA	blaARL-4		class_A_beta-lactamase_ARL-4
NCBI_2576	blaARL-5	NA	blaARL-5		class_A_beta-lactamase_ARL-5
NCBI_2577	blaARL-6	NA	blaARL-6		class_A_beta-lactamase_ARL-6
ARGANNOT_488	blaAST-1	NA	blaAST-1		broad-spectrum_class_A_beta-lactamase_AST-1
NCBI_723	blaAST-1	NA	blaAST-1		broad-spectrum_class_A_beta-lactamase_AST-1
NCBI_4447	blaASU1-1	blaSSA	blaASU1-1	blaSSA	class_A_beta-lactamase_ASU1-1
NCBI_6854	blaAXC-1	NA	blaAXC-1		carbapenem-hydrolyzing_class_A_beta-lactamase_AXC-1
NCBI_2795	blaAXC-2	NA	blaAXC-2		carbapenem-hydrolyzing_class_A_beta-lactamase_AXC-2
NCBI_2481	blaAXC-3	NA	blaAXC-3		carbapenem-hydrolyzing_class_A_beta-lactamase_AXC-3
NCBI_3868	blaAXC-4	NA	blaAXC-4		carbapenem-hydrolyzing_class_A_beta-lactamase_AXC-4
NCBI_3869	blaAXC-5	NA	blaAXC-5		carbapenem-hydrolyzing_class_A_beta-lactamase_AXC-5
NCBI_4384	blaAXC-6	NA	blaAXC-6		carbapenem-hydrolyzing_class_A_beta-lactamase_AXC-6
NCBI_4595	blaAXC-7	NA	blaAXC-7		carbapenem-hydrolyzing_class_A_beta-lactamase_AXC-7
NCBI_7127	blaB-1	NA	blaB-1		subclass_B1_metallo-beta-lactamase_BlaB-1
CARD_3135	BlaB-10	BlaB-10	blaB-10		BlaB family subclass B1 metallo-beta-lactamase
NCBI_2448	blaB-10	NA	blaB-10		subclass_B1_metallo-beta-lactamase_BlaB-10
NCBI_724	blaB-11	NA	blaB-11		subclass_B1_metallo-beta-lactamase_BlaB-11
NCBI_725	blaB-12	NA	blaB-12		subclass_B1_metallo-beta-lactamase_BlaB-12
NCBI_726	blaB-13	NA	blaB-13		subclass_B1_metallo-beta-lactamase_BlaB-13
CARD_3139	BlaB-14	BlaB-14	blaB-14		subclass_B1_metallo-beta-lactamase_BlaB-14
NCBI_2424	blaB-14	NA	blaB-14		subclass_B1_metallo-beta-lactamase_BlaB-14
NCBI_3716	blaB-15	NA	blaB-15		subclass_B1_metallo-beta-lactamase_BlaB-15
NCBI_2554	blaB-16	NA	blaB-16		subclass_B1_metallo-beta-lactamase_BlaB-16
NCBI_6883	blaB-17	NA	blaB-17		subclass_B1_metallo-beta-lactamase_BlaB-17
NCBI_2436	blaB-18	NA	blaB-18		subclass_B1_metallo-beta-lactamase_BlaB-18
NCBI_6830	blaB-19	NA	blaB-19		subclass_B1_metallo-beta-lactamase_BlaB-19
NCBI_727	blaB-2	NA	blaB-2		subclass_B1_metallo-beta-lactamase_BlaB-2
NCBI_2817	blaB-20	NA	blaB-20		subclass_B1_metallo-beta-lactamase_BlaB-20
NCBI_7126	blaB-21	NA	blaB-21		subclass_B1_metallo-beta-lactamase_BlaB-21
NCBI_2011	blaB-22	NA	blaB-22		subclass_B1_metallo-beta-lactamase_BlaB-22
NCBI_2065	blaB-23	NA	blaB-23		subclass_B1_metallo-beta-lactamase_BlaB-23
NCBI_2439	blaB-24	NA	blaB-24		subclass_B1_metallo-beta-lactamase_BlaB-24
NCBI_2437	blaB-25	NA	blaB-25		subclass_B1_metallo-beta-lactamase_BlaB-25
NCBI_1971	blaB-26	NA	blaB-26		subclass_B1_metallo-beta-lactamase_BlaB-26
NCBI_2445	blaB-27	NA	blaB-27		subclass_B1_metallo-beta-lactamase_BlaB-27
NCBI_2953	blaB-28	NA	blaB-28		subclass_B1_metallo-beta-lactamase_BlaB-28
NCBI_2479	blaB-29	NA	blaB-29		subclass_B1_metallo-beta-lactamase_BlaB-29
NCBI_728	blaB-3	NA	blaB-3		subclass_B1_metallo-beta-lactamase_BlaB-3
